username,role,email,password,type,title,report_date,item_name,amount,currency
user349,admin,user349@example.com,password123,inventory,Report 349,2025-05-16,Item B,625,USD
user350,admin,user350@example.com,password123,finance,Report 350,2025-05-16,Item C,697,USD
user351,user,user351@example.com,password123,finance,Report 351,2025-05-16,Item B,1084,USD
user352,user,user352@example.com,password123,finance,Report 352,2025-05-16,Item A,943,USD
user353,user,user353@example.com,password123,finance,Report 353,2025-05-16,Item A,222,USD
user354,user,user354@example.com,password123,inventory,Report 354,2025-05-16,Item C,415,USD
user355,admin,user355@example.com,password123,inventory,Report 355,2025-05-16,Item A,929,USD
user356,user,user356@example.com,password123,sales,Report 356,2025-05-16,Item B,435,USD
user357,admin,user357@example.com,password123,sales,Report 357,2025-05-16,Item C,814,USD
user358,user,user358@example.com,password123,sales,Report 358,2025-05-16,Item B,647,USD
user359,admin,user359@example.com,password123,inventory,Report 359,2025-05-16,Item C,713,USD
user360,user,user360@example.com,password123,finance,Report 360,2025-05-16,Item B,353,USD
user361,admin,user361@example.com,password123,finance,Report 361,2025-05-16,Item C,378,USD
user362,user,user362@example.com,password123,sales,Report 362,2025-05-16,Item C,1053,USD
user363,admin,user363@example.com,password123,finance,Report 363,2025-05-16,Item A,785,USD
user364,admin,user364@example.com,password123,finance,Report 364,2025-05-16,Item A,462,USD
user365,user,user365@example.com,password123,finance,Report 365,2025-05-16,Item C,662,USD
user366,admin,user366@example.com,password123,finance,Report 366,2025-05-16,Item B,590,USD
user367,user,user367@example.com,password123,sales,Report 367,2025-05-16,Item B,942,USD
user368,admin,user368@example.com,password123,finance,Report 368,2025-05-16,Item C,333,USD
user369,user,user369@example.com,password123,inventory,Report 369,2025-05-16,Item C,154,USD
user370,admin,user370@example.com,password123,finance,Report 370,2025-05-16,Item B,186,USD
user371,user,user371@example.com,password123,sales,Report 371,2025-05-16,Item A,895,USD
user372,admin,user372@example.com,password123,sales,Report 372,2025-05-16,Item A,477,USD
user373,user,user373@example.com,password123,finance,Report 373,2025-05-16,Item C,176,USD
user374,admin,user374@example.com,password123,finance,Report 374,2025-05-16,Item B,937,USD
user375,admin,user375@example.com,password123,inventory,Report 375,2025-05-16,Item A,269,USD
user376,user,user376@example.com,password123,sales,Report 376,2025-05-16,Item C,719,USD
user377,admin,user377@example.com,password123,finance,Report 377,2025-05-16,Item B,420,USD
user378,admin,user378@example.com,password123,sales,Report 378,2025-05-16,Item B,340,USD
user379,admin,user379@example.com,password123,inventory,Report 379,2025-05-16,Item B,608,USD
user380,user,user380@example.com,password123,sales,Report 380,2025-05-16,Item A,493,USD
user381,user,user381@example.com,password123,finance,Report 381,2025-05-16,Item A,542,USD
user382,admin,user382@example.com,password123,inventory,Report 382,2025-05-16,Item B,314,USD
user383,admin,user383@example.com,password123,sales,Report 383,2025-05-16,Item B,888,USD
user384,admin,user384@example.com,password123,finance,Report 384,2025-05-16,Item C,614,USD
user385,user,user385@example.com,password123,finance,Report 385,2025-05-16,Item B,489,USD
user386,user,user386@example.com,password123,sales,Report 386,2025-05-16,Item C,1092,USD
user387,user,user387@example.com,password123,inventory,Report 387,2025-05-16,Item C,464,USD
user388,admin,user388@example.com,password123,finance,Report 388,2025-05-16,Item A,406,USD
user389,admin,user389@example.com,password123,sales,Report 389,2025-05-16,Item A,431,USD
user390,admin,user390@example.com,password123,inventory,Report 390,2025-05-16,Item A,937,USD
user391,admin,user391@example.com,password123,inventory,Report 391,2025-05-16,Item B,827,USD
user392,admin,user392@example.com,password123,sales,Report 392,2025-05-16,Item C,104,USD
user393,user,user393@example.com,password123,inventory,Report 393,2025-05-16,Item A,745,USD
user394,admin,user394@example.com,password123,sales,Report 394,2025-05-16,Item B,919,USD
user395,admin,user395@example.com,password123,inventory,Report 395,2025-05-16,Item A,573,USD
user396,admin,user396@example.com,password123,sales,Report 396,2025-05-16,Item A,925,USD
user397,admin,user397@example.com,password123,finance,Report 397,2025-05-16,Item A,235,USD
user398,user,user398@example.com,password123,sales,Report 398,2025-05-16,Item B,720,USD
user399,admin,user399@example.com,password123,inventory,Report 399,2025-05-16,Item B,874,USD
user400,admin,user400@example.com,password123,sales,Report 400,2025-05-16,Item A,517,USD
user401,user,user401@example.com,password123,finance,Report 401,2025-05-16,Item B,1093,USD
user402,admin,user402@example.com,password123,finance,Report 402,2025-05-16,Item B,1022,USD
user403,admin,user403@example.com,password123,sales,Report 403,2025-05-16,Item A,158,USD
user404,user,user404@example.com,password123,finance,Report 404,2025-05-16,Item A,231,USD
user405,user,user405@example.com,password123,inventory,Report 405,2025-05-16,Item C,399,USD
user406,user,user406@example.com,password123,sales,Report 406,2025-05-16,Item C,855,USD
user407,admin,user407@example.com,password123,sales,Report 407,2025-05-16,Item B,862,USD
user408,user,user408@example.com,password123,sales,Report 408,2025-05-16,Item A,190,USD
user409,admin,user409@example.com,password123,inventory,Report 409,2025-05-16,Item C,495,USD
user410,admin,user410@example.com,password123,finance,Report 410,2025-05-16,Item A,199,USD
user411,user,user411@example.com,password123,sales,Report 411,2025-05-16,Item A,718,USD
user412,user,user412@example.com,password123,finance,Report 412,2025-05-16,Item A,653,USD
user413,user,user413@example.com,password123,inventory,Report 413,2025-05-16,Item B,151,USD
user414,admin,user414@example.com,password123,inventory,Report 414,2025-05-16,Item B,993,USD
user415,admin,user415@example.com,password123,inventory,Report 415,2025-05-16,Item A,419,USD
user416,admin,user416@example.com,password123,finance,Report 416,2025-05-16,Item C,280,USD
user417,admin,user417@example.com,password123,inventory,Report 417,2025-05-16,Item C,232,USD
user418,user,user418@example.com,password123,finance,Report 418,2025-05-16,Item C,1014,USD
user419,admin,user419@example.com,password123,inventory,Report 419,2025-05-16,Item B,544,USD
user420,admin,user420@example.com,password123,inventory,Report 420,2025-05-16,Item C,650,USD
user421,admin,user421@example.com,password123,finance,Report 421,2025-05-16,Item B,489,USD
user422,user,user422@example.com,password123,inventory,Report 422,2025-05-16,Item B,945,USD
user423,user,user423@example.com,password123,inventory,Report 423,2025-05-16,Item B,416,USD
user424,user,user424@example.com,password123,inventory,Report 424,2025-05-16,Item A,1049,USD
user425,user,user425@example.com,password123,finance,Report 425,2025-05-16,Item B,950,USD
user426,user,user426@example.com,password123,inventory,Report 426,2025-05-16,Item C,1059,USD
user427,user,user427@example.com,password123,inventory,Report 427,2025-05-16,Item A,182,USD
user428,admin,user428@example.com,password123,finance,Report 428,2025-05-16,Item C,947,USD
user429,admin,user429@example.com,password123,finance,Report 429,2025-05-16,Item A,324,USD
user430,admin,user430@example.com,password123,finance,Report 430,2025-05-16,Item A,613,USD
user431,user,user431@example.com,password123,sales,Report 431,2025-05-16,Item A,939,USD
user432,admin,user432@example.com,password123,finance,Report 432,2025-05-16,Item A,272,USD
user433,user,user433@example.com,password123,finance,Report 433,2025-05-16,Item C,873,USD
user434,user,user434@example.com,password123,finance,Report 434,2025-05-16,Item C,928,USD
user435,admin,user435@example.com,password123,finance,Report 435,2025-05-16,Item A,629,USD
user436,admin,user436@example.com,password123,inventory,Report 436,2025-05-16,Item C,1046,USD
user437,admin,user437@example.com,password123,sales,Report 437,2025-05-16,Item A,616,USD
user438,user,user438@example.com,password123,sales,Report 438,2025-05-16,Item C,313,USD
user439,user,user439@example.com,password123,inventory,Report 439,2025-05-16,Item B,208,USD
user440,admin,user440@example.com,password123,sales,Report 440,2025-05-16,Item A,184,USD
user441,admin,user441@example.com,password123,inventory,Report 441,2025-05-16,Item B,922,USD
user442,admin,user442@example.com,password123,sales,Report 442,2025-05-16,Item C,958,USD
user443,admin,user443@example.com,password123,finance,Report 443,2025-05-16,Item B,833,USD
user444,user,user444@example.com,password123,inventory,Report 444,2025-05-16,Item C,1001,USD
user445,admin,user445@example.com,password123,finance,Report 445,2025-05-16,Item C,858,USD
user446,user,user446@example.com,password123,inventory,Report 446,2025-05-16,Item C,943,USD
user447,admin,user447@example.com,password123,sales,Report 447,2025-05-16,Item A,856,USD
user448,user,user448@example.com,password123,finance,Report 448,2025-05-16,Item B,525,USD
user449,user,user449@example.com,password123,sales,Report 449,2025-05-16,Item C,516,USD
user450,user,user450@example.com,password123,inventory,Report 450,2025-05-16,Item C,527,USD
user451,admin,user451@example.com,password123,finance,Report 451,2025-05-16,Item C,143,USD
user452,admin,user452@example.com,password123,inventory,Report 452,2025-05-16,Item A,555,USD
user453,user,user453@example.com,password123,finance,Report 453,2025-05-16,Item B,811,USD
user454,user,user454@example.com,password123,inventory,Report 454,2025-05-16,Item B,840,USD
user455,user,user455@example.com,password123,sales,Report 455,2025-05-16,Item C,454,USD
user456,admin,user456@example.com,password123,inventory,Report 456,2025-05-16,Item C,215,USD
user457,user,user457@example.com,password123,sales,Report 457,2025-05-16,Item C,1063,USD
user458,user,user458@example.com,password123,finance,Report 458,2025-05-16,Item B,486,USD
user459,admin,user459@example.com,password123,sales,Report 459,2025-05-16,Item C,311,USD
user460,admin,user460@example.com,password123,finance,Report 460,2025-05-16,Item B,156,USD
user461,user,user461@example.com,password123,sales,Report 461,2025-05-16,Item C,668,USD
user462,user,user462@example.com,password123,finance,Report 462,2025-05-16,Item A,576,USD
user463,admin,user463@example.com,password123,sales,Report 463,2025-05-16,Item B,173,USD
user464,admin,user464@example.com,password123,inventory,Report 464,2025-05-16,Item C,537,USD
user465,admin,user465@example.com,password123,finance,Report 465,2025-05-16,Item C,154,USD
user466,admin,user466@example.com,password123,inventory,Report 466,2025-05-16,Item A,390,USD
user467,admin,user467@example.com,password123,sales,Report 467,2025-05-16,Item A,973,USD
user468,admin,user468@example.com,password123,sales,Report 468,2025-05-16,Item C,815,USD
user469,admin,user469@example.com,password123,sales,Report 469,2025-05-16,Item C,243,USD
user470,admin,user470@example.com,password123,finance,Report 470,2025-05-16,Item B,517,USD
user471,admin,user471@example.com,password123,sales,Report 471,2025-05-16,Item C,274,USD
user472,admin,user472@example.com,password123,inventory,Report 472,2025-05-16,Item A,874,USD
user473,user,user473@example.com,password123,finance,Report 473,2025-05-16,Item A,557,USD
user474,user,user474@example.com,password123,inventory,Report 474,2025-05-16,Item B,762,USD
user475,admin,user475@example.com,password123,sales,Report 475,2025-05-16,Item A,159,USD
user476,user,user476@example.com,password123,sales,Report 476,2025-05-16,Item B,386,USD
user477,user,user477@example.com,password123,finance,Report 477,2025-05-16,Item C,1052,USD
user478,user,user478@example.com,password123,sales,Report 478,2025-05-16,Item A,1002,USD
user479,admin,user479@example.com,password123,inventory,Report 479,2025-05-16,Item C,479,USD
user480,user,user480@example.com,password123,inventory,Report 480,2025-05-16,Item C,328,USD
user481,user,user481@example.com,password123,finance,Report 481,2025-05-16,Item C,861,USD
user482,admin,user482@example.com,password123,finance,Report 482,2025-05-16,Item B,426,USD
user483,admin,user483@example.com,password123,finance,Report 483,2025-05-16,Item B,484,USD
user484,user,user484@example.com,password123,finance,Report 484,2025-05-16,Item A,673,USD
user485,admin,user485@example.com,password123,inventory,Report 485,2025-05-16,Item B,491,USD
user486,user,user486@example.com,password123,inventory,Report 486,2025-05-16,Item C,667,USD
user487,user,user487@example.com,password123,sales,Report 487,2025-05-16,Item A,153,USD
user488,admin,user488@example.com,password123,inventory,Report 488,2025-05-16,Item B,943,USD
user489,user,user489@example.com,password123,finance,Report 489,2025-05-16,Item B,724,USD
user490,user,user490@example.com,password123,finance,Report 490,2025-05-16,Item B,455,USD
user491,user,user491@example.com,password123,inventory,Report 491,2025-05-16,Item C,1066,USD
user492,admin,user492@example.com,password123,inventory,Report 492,2025-05-16,Item C,411,USD
user493,user,user493@example.com,password123,finance,Report 493,2025-05-16,Item B,434,USD
user494,admin,user494@example.com,password123,sales,Report 494,2025-05-16,Item A,946,USD
user495,user,user495@example.com,password123,finance,Report 495,2025-05-16,Item B,655,USD
user496,admin,user496@example.com,password123,sales,Report 496,2025-05-16,Item A,424,USD
user497,admin,user497@example.com,password123,sales,Report 497,2025-05-16,Item B,965,USD
user498,user,user498@example.com,password123,inventory,Report 498,2025-05-16,Item A,600,USD
user499,admin,user499@example.com,password123,finance,Report 499,2025-05-16,Item C,297,USD
user500,user,user500@example.com,password123,sales,Report 500,2025-05-16,Item B,215,USD
user501,user,user501@example.com,password123,finance,Report 501,2025-05-16,Item C,1096,USD
user502,user,user502@example.com,password123,inventory,Report 502,2025-05-16,Item B,1046,USD
user503,admin,user503@example.com,password123,finance,Report 503,2025-05-16,Item C,911,USD
user504,user,user504@example.com,password123,sales,Report 504,2025-05-16,Item A,637,USD
user505,admin,user505@example.com,password123,inventory,Report 505,2025-05-16,Item A,332,USD
user506,admin,user506@example.com,password123,inventory,Report 506,2025-05-16,Item C,856,USD
user507,admin,user507@example.com,password123,sales,Report 507,2025-05-16,Item B,757,USD
user508,admin,user508@example.com,password123,inventory,Report 508,2025-05-16,Item C,228,USD
user509,admin,user509@example.com,password123,sales,Report 509,2025-05-16,Item A,1081,USD
user510,admin,user510@example.com,password123,inventory,Report 510,2025-05-16,Item C,516,USD
user511,admin,user511@example.com,password123,finance,Report 511,2025-05-16,Item A,973,USD
user512,user,user512@example.com,password123,inventory,Report 512,2025-05-16,Item A,981,USD
user513,admin,user513@example.com,password123,inventory,Report 513,2025-05-16,Item B,680,USD
user514,admin,user514@example.com,password123,finance,Report 514,2025-05-16,Item C,251,USD
user515,user,user515@example.com,password123,finance,Report 515,2025-05-16,Item C,1016,USD
user516,user,user516@example.com,password123,inventory,Report 516,2025-05-16,Item C,1035,USD
user517,admin,user517@example.com,password123,sales,Report 517,2025-05-16,Item A,1000,USD
user518,user,user518@example.com,password123,sales,Report 518,2025-05-16,Item B,531,USD
user519,user,user519@example.com,password123,sales,Report 519,2025-05-16,Item C,685,USD
user520,user,user520@example.com,password123,finance,Report 520,2025-05-16,Item C,819,USD
user521,user,user521@example.com,password123,finance,Report 521,2025-05-16,Item A,107,USD
user522,user,user522@example.com,password123,finance,Report 522,2025-05-16,Item A,197,USD
user523,user,user523@example.com,password123,inventory,Report 523,2025-05-16,Item B,889,USD
user524,admin,user524@example.com,password123,finance,Report 524,2025-05-16,Item C,854,USD
user525,user,user525@example.com,password123,finance,Report 525,2025-05-16,Item B,560,USD
user526,admin,user526@example.com,password123,sales,Report 526,2025-05-16,Item A,182,USD
user527,user,user527@example.com,password123,finance,Report 527,2025-05-16,Item C,795,USD
user528,user,user528@example.com,password123,finance,Report 528,2025-05-16,Item C,860,USD
user529,user,user529@example.com,password123,inventory,Report 529,2025-05-16,Item B,1077,USD
user530,admin,user530@example.com,password123,sales,Report 530,2025-05-16,Item A,789,USD
user531,admin,user531@example.com,password123,finance,Report 531,2025-05-16,Item B,1036,USD
user532,user,user532@example.com,password123,inventory,Report 532,2025-05-16,Item A,302,USD
user533,admin,user533@example.com,password123,inventory,Report 533,2025-05-16,Item A,639,USD
user534,user,user534@example.com,password123,sales,Report 534,2025-05-16,Item B,365,USD
user535,user,user535@example.com,password123,inventory,Report 535,2025-05-16,Item A,814,USD
user536,admin,user536@example.com,password123,finance,Report 536,2025-05-16,Item B,913,USD
user537,user,user537@example.com,password123,sales,Report 537,2025-05-16,Item C,946,USD
user538,admin,user538@example.com,password123,sales,Report 538,2025-05-16,Item B,924,USD
user539,admin,user539@example.com,password123,sales,Report 539,2025-05-16,Item C,193,USD
user540,admin,user540@example.com,password123,inventory,Report 540,2025-05-16,Item B,706,USD
user541,admin,user541@example.com,password123,sales,Report 541,2025-05-16,Item B,671,USD
user542,admin,user542@example.com,password123,inventory,Report 542,2025-05-16,Item B,709,USD
user543,user,user543@example.com,password123,inventory,Report 543,2025-05-16,Item B,215,USD
user544,user,user544@example.com,password123,inventory,Report 544,2025-05-16,Item A,632,USD
user545,user,user545@example.com,password123,sales,Report 545,2025-05-16,Item A,710,USD
user546,user,user546@example.com,password123,sales,Report 546,2025-05-16,Item B,142,USD
user547,user,user547@example.com,password123,finance,Report 547,2025-05-16,Item B,491,USD
user548,admin,user548@example.com,password123,finance,Report 548,2025-05-16,Item C,195,USD
user549,user,user549@example.com,password123,finance,Report 549,2025-05-16,Item A,192,USD
user550,admin,user550@example.com,password123,sales,Report 550,2025-05-16,Item C,1047,USD
user551,user,user551@example.com,password123,sales,Report 551,2025-05-16,Item B,890,USD
user552,user,user552@example.com,password123,finance,Report 552,2025-05-16,Item C,300,USD
user553,admin,user553@example.com,password123,inventory,Report 553,2025-05-16,Item A,700,USD
user554,admin,user554@example.com,password123,finance,Report 554,2025-05-16,Item B,758,USD
user555,user,user555@example.com,password123,sales,Report 555,2025-05-16,Item C,1084,USD
user556,admin,user556@example.com,password123,inventory,Report 556,2025-05-16,Item B,890,USD
user557,user,user557@example.com,password123,sales,Report 557,2025-05-16,Item A,647,USD
user558,user,user558@example.com,password123,finance,Report 558,2025-05-16,Item C,538,USD
user559,admin,user559@example.com,password123,sales,Report 559,2025-05-16,Item B,993,USD
user560,admin,user560@example.com,password123,finance,Report 560,2025-05-16,Item B,245,USD
user561,admin,user561@example.com,password123,inventory,Report 561,2025-05-16,Item C,426,USD
user562,user,user562@example.com,password123,inventory,Report 562,2025-05-16,Item B,386,USD
user563,admin,user563@example.com,password123,sales,Report 563,2025-05-16,Item B,829,USD
user564,admin,user564@example.com,password123,finance,Report 564,2025-05-16,Item C,955,USD
user565,admin,user565@example.com,password123,finance,Report 565,2025-05-16,Item B,756,USD
user566,user,user566@example.com,password123,sales,Report 566,2025-05-16,Item C,142,USD
user567,user,user567@example.com,password123,sales,Report 567,2025-05-16,Item B,489,USD
user568,user,user568@example.com,password123,sales,Report 568,2025-05-16,Item B,277,USD
user569,user,user569@example.com,password123,sales,Report 569,2025-05-16,Item B,864,USD
user570,user,user570@example.com,password123,finance,Report 570,2025-05-16,Item A,484,USD
user571,admin,user571@example.com,password123,inventory,Report 571,2025-05-16,Item B,387,USD
user572,user,user572@example.com,password123,finance,Report 572,2025-05-16,Item A,102,USD
user573,admin,user573@example.com,password123,finance,Report 573,2025-05-16,Item B,289,USD
user574,user,user574@example.com,password123,inventory,Report 574,2025-05-16,Item C,1042,USD
user575,admin,user575@example.com,password123,finance,Report 575,2025-05-16,Item C,745,USD
user576,user,user576@example.com,password123,sales,Report 576,2025-05-16,Item A,667,USD
user577,admin,user577@example.com,password123,sales,Report 577,2025-05-16,Item B,954,USD
user578,user,user578@example.com,password123,finance,Report 578,2025-05-16,Item C,557,USD
user579,user,user579@example.com,password123,sales,Report 579,2025-05-16,Item C,523,USD
user580,user,user580@example.com,password123,finance,Report 580,2025-05-16,Item C,312,USD
user581,user,user581@example.com,password123,sales,Report 581,2025-05-16,Item B,964,USD
user582,user,user582@example.com,password123,sales,Report 582,2025-05-16,Item B,436,USD
user583,user,user583@example.com,password123,sales,Report 583,2025-05-16,Item A,479,USD
user584,user,user584@example.com,password123,finance,Report 584,2025-05-16,Item C,601,USD
user585,user,user585@example.com,password123,inventory,Report 585,2025-05-16,Item B,400,USD
user586,user,user586@example.com,password123,finance,Report 586,2025-05-16,Item C,566,USD
user587,admin,user587@example.com,password123,inventory,Report 587,2025-05-16,Item C,1098,USD
user588,admin,user588@example.com,password123,sales,Report 588,2025-05-16,Item C,453,USD
user589,user,user589@example.com,password123,inventory,Report 589,2025-05-16,Item A,223,USD
user590,admin,user590@example.com,password123,inventory,Report 590,2025-05-16,Item C,374,USD
user591,admin,user591@example.com,password123,inventory,Report 591,2025-05-16,Item B,398,USD
user592,user,user592@example.com,password123,inventory,Report 592,2025-05-16,Item A,908,USD
user593,admin,user593@example.com,password123,finance,Report 593,2025-05-16,Item C,382,USD
user594,user,user594@example.com,password123,finance,Report 594,2025-05-16,Item C,365,USD
user595,admin,user595@example.com,password123,inventory,Report 595,2025-05-16,Item A,215,USD
user596,user,user596@example.com,password123,inventory,Report 596,2025-05-16,Item A,1030,USD
user597,admin,user597@example.com,password123,inventory,Report 597,2025-05-16,Item B,596,USD
user598,user,user598@example.com,password123,inventory,Report 598,2025-05-16,Item A,1026,USD
user599,admin,user599@example.com,password123,inventory,Report 599,2025-05-16,Item B,371,USD
user600,user,user600@example.com,password123,finance,Report 600,2025-05-16,Item A,801,USD
user601,user,user601@example.com,password123,finance,Report 601,2025-05-16,Item A,999,USD
user602,user,user602@example.com,password123,inventory,Report 602,2025-05-16,Item B,882,USD
user603,admin,user603@example.com,password123,sales,Report 603,2025-05-16,Item B,894,USD
user604,admin,user604@example.com,password123,finance,Report 604,2025-05-16,Item B,1095,USD
user605,user,user605@example.com,password123,inventory,Report 605,2025-05-16,Item A,713,USD
user606,admin,user606@example.com,password123,finance,Report 606,2025-05-16,Item A,760,USD
user607,user,user607@example.com,password123,sales,Report 607,2025-05-16,Item A,667,USD
user608,user,user608@example.com,password123,inventory,Report 608,2025-05-16,Item C,630,USD
user609,admin,user609@example.com,password123,inventory,Report 609,2025-05-16,Item A,827,USD
user610,user,user610@example.com,password123,sales,Report 610,2025-05-16,Item C,1060,USD
user611,user,user611@example.com,password123,inventory,Report 611,2025-05-16,Item B,1018,USD
user612,admin,user612@example.com,password123,sales,Report 612,2025-05-16,Item A,518,USD
user613,admin,user613@example.com,password123,sales,Report 613,2025-05-16,Item A,1089,USD
user614,admin,user614@example.com,password123,finance,Report 614,2025-05-16,Item B,1027,USD
user615,admin,user615@example.com,password123,finance,Report 615,2025-05-16,Item C,631,USD
user616,user,user616@example.com,password123,sales,Report 616,2025-05-16,Item B,833,USD
user617,user,user617@example.com,password123,inventory,Report 617,2025-05-16,Item B,318,USD
user618,admin,user618@example.com,password123,sales,Report 618,2025-05-16,Item C,460,USD
user619,admin,user619@example.com,password123,sales,Report 619,2025-05-16,Item A,328,USD
user620,admin,user620@example.com,password123,finance,Report 620,2025-05-16,Item C,672,USD
user621,admin,user621@example.com,password123,inventory,Report 621,2025-05-16,Item A,208,USD
user622,user,user622@example.com,password123,inventory,Report 622,2025-05-16,Item A,595,USD
user623,user,user623@example.com,password123,finance,Report 623,2025-05-16,Item C,249,USD
user624,admin,user624@example.com,password123,sales,Report 624,2025-05-16,Item A,1093,USD
user625,user,user625@example.com,password123,inventory,Report 625,2025-05-16,Item A,837,USD
user626,admin,user626@example.com,password123,finance,Report 626,2025-05-16,Item C,980,USD
user627,admin,user627@example.com,password123,finance,Report 627,2025-05-16,Item B,168,USD
user628,user,user628@example.com,password123,sales,Report 628,2025-05-16,Item C,831,USD
user629,admin,user629@example.com,password123,inventory,Report 629,2025-05-16,Item B,200,USD
user630,user,user630@example.com,password123,finance,Report 630,2025-05-16,Item C,903,USD
user631,user,user631@example.com,password123,sales,Report 631,2025-05-16,Item B,937,USD
user632,user,user632@example.com,password123,sales,Report 632,2025-05-16,Item A,298,USD
user633,admin,user633@example.com,password123,finance,Report 633,2025-05-16,Item A,217,USD
user634,user,user634@example.com,password123,inventory,Report 634,2025-05-16,Item A,992,USD
user635,admin,user635@example.com,password123,inventory,Report 635,2025-05-16,Item C,464,USD
user636,user,user636@example.com,password123,finance,Report 636,2025-05-16,Item A,251,USD
user637,user,user637@example.com,password123,inventory,Report 637,2025-05-16,Item B,1046,USD
user638,admin,user638@example.com,password123,inventory,Report 638,2025-05-16,Item A,846,USD
user639,admin,user639@example.com,password123,sales,Report 639,2025-05-16,Item B,646,USD
user640,admin,user640@example.com,password123,inventory,Report 640,2025-05-16,Item A,701,USD
user641,user,user641@example.com,password123,inventory,Report 641,2025-05-16,Item A,102,USD
user642,admin,user642@example.com,password123,finance,Report 642,2025-05-16,Item C,586,USD
user643,user,user643@example.com,password123,finance,Report 643,2025-05-16,Item B,299,USD
user644,user,user644@example.com,password123,inventory,Report 644,2025-05-16,Item C,211,USD
user645,admin,user645@example.com,password123,sales,Report 645,2025-05-16,Item C,101,USD
user646,admin,user646@example.com,password123,inventory,Report 646,2025-05-16,Item A,745,USD
user647,user,user647@example.com,password123,inventory,Report 647,2025-05-16,Item B,1053,USD
user648,admin,user648@example.com,password123,sales,Report 648,2025-05-16,Item A,241,USD
user649,admin,user649@example.com,password123,sales,Report 649,2025-05-16,Item B,203,USD
user650,user,user650@example.com,password123,inventory,Report 650,2025-05-16,Item C,481,USD
user651,admin,user651@example.com,password123,finance,Report 651,2025-05-16,Item C,648,USD
user652,admin,user652@example.com,password123,finance,Report 652,2025-05-16,Item C,477,USD
user653,user,user653@example.com,password123,inventory,Report 653,2025-05-16,Item B,731,USD
user654,admin,user654@example.com,password123,inventory,Report 654,2025-05-16,Item C,691,USD
user655,admin,user655@example.com,password123,sales,Report 655,2025-05-16,Item C,270,USD
user656,admin,user656@example.com,password123,sales,Report 656,2025-05-16,Item B,1052,USD
user657,user,user657@example.com,password123,finance,Report 657,2025-05-16,Item A,124,USD
user658,admin,user658@example.com,password123,sales,Report 658,2025-05-16,Item B,1020,USD
user659,admin,user659@example.com,password123,finance,Report 659,2025-05-16,Item A,163,USD
user660,user,user660@example.com,password123,inventory,Report 660,2025-05-16,Item C,332,USD
user661,user,user661@example.com,password123,sales,Report 661,2025-05-16,Item C,111,USD
user662,admin,user662@example.com,password123,finance,Report 662,2025-05-16,Item B,685,USD
user663,admin,user663@example.com,password123,inventory,Report 663,2025-05-16,Item C,154,USD
user664,user,user664@example.com,password123,inventory,Report 664,2025-05-16,Item B,628,USD
user665,admin,user665@example.com,password123,inventory,Report 665,2025-05-16,Item C,930,USD
user666,user,user666@example.com,password123,sales,Report 666,2025-05-16,Item C,686,USD
user667,user,user667@example.com,password123,finance,Report 667,2025-05-16,Item C,784,USD
user668,user,user668@example.com,password123,inventory,Report 668,2025-05-16,Item B,212,USD
user669,admin,user669@example.com,password123,sales,Report 669,2025-05-16,Item A,659,USD
user670,admin,user670@example.com,password123,finance,Report 670,2025-05-16,Item A,928,USD
user671,user,user671@example.com,password123,inventory,Report 671,2025-05-16,Item C,528,USD
user672,admin,user672@example.com,password123,sales,Report 672,2025-05-16,Item C,610,USD
user673,user,user673@example.com,password123,inventory,Report 673,2025-05-16,Item B,435,USD
user674,user,user674@example.com,password123,inventory,Report 674,2025-05-16,Item C,414,USD
user675,user,user675@example.com,password123,finance,Report 675,2025-05-16,Item C,414,USD
user676,user,user676@example.com,password123,finance,Report 676,2025-05-16,Item C,343,USD
user677,user,user677@example.com,password123,finance,Report 677,2025-05-16,Item B,968,USD
user678,user,user678@example.com,password123,finance,Report 678,2025-05-16,Item C,424,USD
user679,admin,user679@example.com,password123,sales,Report 679,2025-05-16,Item A,968,USD
user680,user,user680@example.com,password123,inventory,Report 680,2025-05-16,Item B,966,USD
user681,admin,user681@example.com,password123,inventory,Report 681,2025-05-16,Item C,821,USD
user682,admin,user682@example.com,password123,inventory,Report 682,2025-05-16,Item A,106,USD
user683,admin,user683@example.com,password123,sales,Report 683,2025-05-16,Item A,1014,USD
user684,admin,user684@example.com,password123,sales,Report 684,2025-05-16,Item C,657,USD
user685,user,user685@example.com,password123,sales,Report 685,2025-05-16,Item A,731,USD
user686,user,user686@example.com,password123,sales,Report 686,2025-05-16,Item C,700,USD
user687,admin,user687@example.com,password123,inventory,Report 687,2025-05-16,Item B,279,USD
user688,user,user688@example.com,password123,inventory,Report 688,2025-05-16,Item C,998,USD
user689,admin,user689@example.com,password123,finance,Report 689,2025-05-16,Item A,450,USD
user690,user,user690@example.com,password123,inventory,Report 690,2025-05-16,Item B,971,USD
user691,user,user691@example.com,password123,finance,Report 691,2025-05-16,Item A,453,USD
user692,admin,user692@example.com,password123,sales,Report 692,2025-05-16,Item B,906,USD
user693,user,user693@example.com,password123,sales,Report 693,2025-05-16,Item A,920,USD
user694,user,user694@example.com,password123,inventory,Report 694,2025-05-16,Item C,779,USD
user695,admin,user695@example.com,password123,finance,Report 695,2025-05-16,Item B,331,USD
user696,admin,user696@example.com,password123,finance,Report 696,2025-05-16,Item A,200,USD
user697,admin,user697@example.com,password123,finance,Report 697,2025-05-16,Item C,290,USD
